"siteID","date","dayMax","dayMin","dayMean","GDD","dayOfYear","year","AGDD"
"BART","2017-06-02",65.23538,41.40752,53.32145,3,153,"2017",218
"HARV","2017-06-02",65.68376,44.73158,55.20767,5,153,"2017",387
"SERC","2017-06-02",80.30354,55.20632,67.75493,18,153,"2017",789
"UNDE","2017-06-02",79.71278,48.03332,63.87305,14,153,"2017",147
"UKFS","2017-06-02",84.88112,64.97654,74.92883,25,153,"2017",1131
"ORNL","2017-06-02",86.45756,59.66186,73.05971,23,153,"2017",1531
"CLBJ","2017-06-02",79.07522,64.44932,71.76227,22,153,"2017",1746
"ABBY","2017-06-02",74.55938,50.91566,62.73752,13,153,"2017",288
"TOOL","2017-06-02",55.75478,30.59762,43.1762,0,153,"2017",0
"BART","2017-06-03",58.63298,43.31408,50.97353,1,154,"2017",219
"HARV","2017-06-03",67.57268,41.39312,54.4829,4,154,"2017",391
"SERC","2017-06-03",76.92512,54.69188,65.8085,16,154,"2017",805
"UNDE","2017-06-03",81.74624,54.64184,68.19404,18,154,"2017",165
"UKFS","2017-06-03",83.67566,65.29676,74.48621,24,154,"2017",1155
"ORNL","2017-06-03",88.0862,62.852,75.4691,25,154,"2017",1556
"CLBJ","2017-06-03",77.36612,63.06764,70.21688,20,154,"2017",1766
"ABBY","2017-06-03",72.635,45.08006,58.85753,9,154,"2017",297
"TOOL","2017-06-03",56.88374,36.66254,46.77314,0,154,"2017",0
"BART","2017-06-04",73.76792,46.03352,59.90072,10,155,"2017",229
"HARV","2017-06-04",67.79642,45.00932,56.40287,6,155,"2017",397
"SERC","2017-06-04",80.72402,55.0319,67.87796,18,155,"2017",823
"UNDE","2017-06-04",82.05296,56.00624,69.0296,19,155,"2017",184
"UKFS","2017-06-04",80.77082,68.10332,74.43707,24,155,"2017",1179
"ORNL","2017-06-04",81.22946,63.43358,72.33152,22,155,"2017",1578
"CLBJ","2017-06-04",87.89738,61.09088,74.49413,24,155,"2017",1790
"ABBY","2017-06-04",66.51896,41.02268,53.77082,4,155,"2017",301
"TOOL","2017-06-04",56.1092,36.92156,46.51538,0,155,"2017",0
"BART","2017-06-05",63.84218,49.44632,56.64425,7,156,"2017",236
"HARV","2017-06-05",56.53724,50.81072,53.67398,4,156,"2017",401
"SERC","2017-06-05",76.58078,67.85582,72.2183,22,156,"2017",845
"UNDE","2017-06-05",70.56014,48.15446,59.3573,9,156,"2017",193
"UKFS","2017-06-05",92.43446,66.4079,79.42118,29,156,"2017",1208
"ORNL","2017-06-05",74.10866,65.91434,70.0115,20,156,"2017",1598
"CLBJ","2017-06-05",86.94014,63.77486,75.3575,25,156,"2017",1815
"ABBY","2017-06-05",77.20304,31.55108,54.37706,4,156,"2017",305
"TOOL","2017-06-05",52.43558,29.38352,40.90955,0,156,"2017",0
"BART","2017-06-06",52.02266,45.61718,48.81992,0,157,"2017",236
"HARV","2017-06-06",52.57328,44.42936,48.50132,0,157,"2017",401
"SERC","2017-06-06",76.433,62.68928,69.56114,20,157,"2017",865
"UNDE","2017-06-06",74.61104,41.83232,58.22168,8,157,"2017",201
"UKFS","2017-06-06",91.1606,64.58954,77.87507,28,157,"2017",1236
"ORNL","2017-06-06",80.60684,63.88322,72.24503,22,157,"2017",1620
"CLBJ","2017-06-06",92.24474,64.8518,78.54827,29,157,"2017",1844
"ABBY","2017-06-06",82.81418,41.22338,62.01878,12,157,"2017",317
"TOOL","2017-06-06",44.3876,25.16648,34.77704,0,157,"2017",0
"BART","2017-06-07",75.03044,41.9639,58.49717,8,158,"2017",244
"HARV","2017-06-07",69.8522,44.74022,57.29621,7,158,"2017",408
"SERC","2017-06-07",73.22612,58.3826,65.80436,16,158,"2017",881
"UNDE","2017-06-07",78.26414,47.63012,62.94713,13,158,"2017",214
"UKFS","2017-06-07",81.4361,59.13068,70.28339,20,158,"2017",1256
"ORNL","2017-06-07",79.18772,58.98074,69.08423,19,158,"2017",1639
"CLBJ","2017-06-07",88.14452,61.47662,74.81057,25,158,"2017",1869
"ABBY","2017-06-07",81.24116,52.06604,66.6536,17,158,"2017",334
"TOOL","2017-06-07",50.16668,26.27132,38.219,0,158,"2017",0
"BART","2017-06-08",82.52726,47.21018,64.86872,15,159,"2017",259
"HARV","2017-06-08",77.64692,47.94566,62.79629,13,159,"2017",421
"SERC","2017-06-08",70.78334,49.59302,60.18818,10,159,"2017",891
"UNDE","2017-06-08",78.07784,54.46256,66.2702,16,159,"2017",230
"UKFS","2017-06-08",83.86142,59.50922,71.68532,22,159,"2017",1278
"ORNL","2017-06-08",79.65518,56.77016,68.21267,18,159,"2017",1657
"CLBJ","2017-06-08",89.31092,58.6508,73.98086,24,159,"2017",1893
"ABBY","2017-06-08",73.92884,53.3093,63.61907,14,159,"2017",348
"TOOL","2017-06-08",52.31894,32.21906,42.269,0,159,"2017",0
"BART","2017-06-09",74.65766,50.3465,62.50208,13,160,"2017",272
"HARV","2017-06-09",71.29634,45.71798,58.50716,9,160,"2017",430
"SERC","2017-06-09",81.70628,52.5632,67.13474,17,160,"2017",908
"UNDE","2017-06-09",74.9048,50.29394,62.59937,13,160,"2017",243
"UKFS","2017-06-09",86.33822,61.61324,73.97573,24,160,"2017",1302
"ORNL","2017-06-09",83.18336,55.36616,69.27476,19,160,"2017",1676
"CLBJ","2017-06-09",83.46758,64.25168,73.85963,24,160,"2017",1917
"ABBY","2017-06-09",56.282,46.47038,51.37619,1,160,"2017",349
"TOOL","2017-06-09",52.04192,28.26896,40.15544,0,160,"2017",0
"BART","2017-06-10",80.3948,48.776,64.5854,15,161,"2017",287
"HARV","2017-06-10",79.7234,51.89594,65.80967,16,161,"2017",446
"SERC","2017-06-10",86.0963,60.58652,73.34141,23,161,"2017",931
"UNDE","2017-06-10",85.08326,58.3187,71.70098,22,161,"2017",265
"UKFS","2017-06-10",87.64826,65.39504,76.52165,27,161,"2017",1329
"ORNL","2017-06-10",86.11304,59.21888,72.66596,23,161,"2017",1699
"CLBJ","2017-06-10",90.74228,65.30468,78.02348,28,161,"2017",1945
"TOOL","2017-06-10",46.05674,30.28982,38.17328,0,161,"2017",0
"BART","2017-06-11",89.16584,55.5233,72.34457,22,162,"2017",309
"HARV","2017-06-11",87.88478,59.9657,73.92524,24,162,"2017",470
"SERC","2017-06-11",90.84218,65.93288,78.38753,28,162,"2017",959
"UNDE","2017-06-11",82.8068,57.33752,70.07216,20,162,"2017",285
"UKFS","2017-06-11",89.51558,70.81268,80.16413,30,162,"2017",1359
"ORNL","2017-06-11",87.37808,65.05376,76.21592,26,162,"2017",1725
"CLBJ","2017-06-11",91.47128,69.50336,80.48732,30,162,"2017",1975
"TOOL","2017-06-11",53.36078,36.37652,44.86865,0,162,"2017",0
"BART","2017-06-12",92.31818,61.10816,76.71317,27,163,"2017",336
"HARV","2017-06-12",91.33628,64.72562,78.03095,28,163,"2017",498
"SERC","2017-06-12",91.79906,69.62936,80.71421,31,163,"2017",990
"UNDE","2017-06-12",80.61296,59.94086,70.27691,20,163,"2017",305
"UKFS","2017-06-12",90.16916,68.52128,79.34522,29,163,"2017",1388
"ORNL","2017-06-12",89.09114,71.59874,80.34494,30,163,"2017",1755
"CLBJ","2017-06-12",93.8183,65.97086,79.89458,30,163,"2017",2005
"TOOL","2017-06-12",54.12524,26.62034,40.37279,0,163,"2017",0
"BART","2017-06-13",87.00332,62.02418,74.51375,25,164,"2017",361
"HARV","2017-06-13",88.75724,65.98778,77.37251,27,164,"2017",525
"SERC","2017-06-13",93.13286,70.89944,82.01615,32,164,"2017",1022
"UNDE","2017-06-13",76.2143,56.13116,66.17273,16,164,"2017",321
"UKFS","2017-06-13",88.76516,72.58172,80.67344,31,164,"2017",1419
"ORNL","2017-06-13",91.60214,69.59588,80.59901,31,164,"2017",1786
"CLBJ","2017-06-13",94.56944,71.22362,82.89653,33,164,"2017",2038
"TOOL","2017-06-13",54.17942,27.76766,40.97354,0,164,"2017",0
"BART","2017-06-14",73.41674,48.33896,60.87785,11,165,"2017",372
"HARV","2017-06-14",79.05812,58.53668,68.7974,19,165,"2017",544
"SERC","2017-06-14",85.25876,73.29002,79.27439,29,165,"2017",1051
"UNDE","2017-06-14",76.61156,62.00096,69.30626,19,165,"2017",340
"UKFS","2017-06-14",87.29312,66.9416,77.11736,27,165,"2017",1446
"ORNL","2017-06-14",89.91842,66.60158,78.26,28,165,"2017",1814
"CLBJ","2017-06-14",93.65324,74.1992,83.92622,34,165,"2017",2072
"TOOL","2017-06-14",60.24758,36.905,48.57629,0,165,"2017",0
"BART","2017-06-15",76.34174,39.59456,57.96815,8,166,"2017",380
"HARV","2017-06-15",73.5125,47.0867,60.2996,10,166,"2017",554
"SERC","2017-06-15",80.11382,64.70582,72.40982,22,166,"2017",1073
"UNDE","2017-06-15",78.97766,60.7154,69.84653,20,166,"2017",360
"UKFS","2017-06-15",88.08674,78.05678,83.07176,33,166,"2017",1479
"ORNL","2017-06-15",83.93216,67.74782,75.83999,26,166,"2017",1840
"CLBJ","2017-06-15",97.2608,71.44016,84.35048,34,166,"2017",2106
"TOOL","2017-06-15",60.32894,38.4809,49.40492,0,166,"2017",0
"BART","2017-06-16",64.35248,51.06344,57.70796,8,167,"2017",388
"HARV","2017-06-16",67.16624,55.8635,61.51487,12,167,"2017",566
"SERC","2017-06-16",79.82348,68.03276,73.92812,24,167,"2017",1097
"UNDE","2017-06-16",78.3815,55.55426,66.96788,17,167,"2017",377
"UKFS","2017-06-16",86.34272,69.37196,77.85734,28,167,"2017",1507
"ORNL","2017-06-16",86.36648,64.31216,75.33932,25,167,"2017",1865
"CLBJ","2017-06-16",100.51754,69.8711,85.19432,35,167,"2017",2141
"TOOL","2017-06-16",52.8422,30.30728,41.57474,0,167,"2017",0
"BART","2017-06-17",72.01274,52.22102,62.11688,12,168,"2017",400
"HARV","2017-06-17",71.67434,55.7447,63.70952,14,168,"2017",580
"SERC","2017-06-17",82.32782,69.82628,76.07705,26,168,"2017",1123
"UNDE","2017-06-17",75.50546,56.71958,66.11252,16,168,"2017",393
"UKFS","2017-06-17",87.45818,82.2065,84.83234,35,168,"2017",1542
"ORNL","2017-06-17",89.91878,66.92252,78.42065,28,168,"2017",1893
"CLBJ","2017-06-17",95.14418,70.55402,82.8491,33,168,"2017",2174
"TOOL","2017-06-17",51.12194,35.19212,43.15703,0,168,"2017",0
"BART","2017-06-18",83.04908,61.40498,72.22703,22,169,"2017",422
"HARV","2017-06-18",80.89646,64.75334,72.8249,23,169,"2017",603
"SERC","2017-06-18",87.93086,71.2238,79.57733,30,169,"2017",1153
"UNDE","2017-06-18",63.26798,55.37696,59.32247,9,169,"2017",402
"UKFS","2017-06-18",86.56448,63.33386,74.94917,25,169,"2017",1567
"ORNL","2017-06-18",88.60316,70.29338,79.44827,29,169,"2017",1922
"CLBJ","2017-06-18",92.8076,73.48316,83.14538,33,169,"2017",2207
"TOOL","2017-06-18",61.4165,43.8971,52.6568,3,169,"2017",3
"BART","2017-06-19",86.32022,68.0891,77.20466,27,170,"2017",449
"HARV","2017-06-19",78.59516,66.16076,72.37796,22,170,"2017",625
"SERC","2017-06-19",87.50606,70.93832,79.22219,29,170,"2017",1182
"UNDE","2017-06-19",63.38498,53.00978,58.19738,8,170,"2017",410
"UKFS","2017-06-19",78.03122,62.8367,70.43396,20,170,"2017",1587
"ORNL","2017-06-19",80.31218,70.85174,75.58196,26,170,"2017",1948
"CLBJ","2017-06-19",91.9274,67.83044,79.87892,30,170,"2017",2237
"TOOL","2017-06-19",62.46464,44.3021,53.38337,3,170,"2017",6
"BART","2017-06-20",79.54322,62.32046,70.93184,21,171,"2017",470
"HARV","2017-06-20",77.86886,64.82804,71.34845,21,171,"2017",646
"SERC","2017-06-20",84.8903,68.26136,76.57583,27,171,"2017",1209
"UNDE","2017-06-20",65.0003,48.6464,56.82335,7,171,"2017",417
"UKFS","2017-06-20",88.69694,68.23904,78.46799,28,171,"2017",1615
"ORNL","2017-06-20",86.98316,64.26122,75.62219,26,171,"2017",1974
"CLBJ","2017-06-20",93.87572,69.59462,81.73517,32,171,"2017",2269
"TOOL","2017-06-20",63.3542,43.01168,53.18294,3,171,"2017",9
"BART","2017-06-21",76.22456,55.87682,66.05069,16,172,"2017",486
"HARV","2017-06-21",75.49934,55.796,65.64767,16,172,"2017",662
"SERC","2017-06-21",86.72306,68.34182,77.53244,28,172,"2017",1237
"UNDE","2017-06-21",72.11606,45.21074,58.6634,9,172,"2017",426
"UKFS","2017-06-21",92.2829,72.89942,82.59116,33,172,"2017",1648
"ORNL","2017-06-21",84.38702,66.35696,75.37199,25,172,"2017",1999
"CLBJ","2017-06-21",95.3168,62.32694,78.82187,29,172,"2017",2298
"TOOL","2017-06-21",61.6217,40.87328,51.24749,1,172,"2017",10
"BART","2017-06-22",78.38978,49.82774,64.10876,14,173,"2017",500
"HARV","2017-06-22",77.65322,51.15236,64.40279,14,173,"2017",676
"SERC","2017-06-22",85.88894,69.3923,77.64062,28,173,"2017",1265
"UNDE","2017-06-22",71.75354,59.3618,65.55767,16,173,"2017",442
"UKFS","2017-06-22",90.76514,67.5716,79.16837,29,173,"2017",1677
"ORNL","2017-06-22",78.8396,69.7388,74.2892,24,173,"2017",2023
"CLBJ","2017-06-22",91.15988,64.78304,77.97146,28,173,"2017",2326
"TOOL","2017-06-22",61.19348,44.05532,52.6244,3,173,"2017",13
"BART","2017-06-23",80.1536,55.80248,67.97804,18,174,"2017",518
"HARV","2017-06-23",82.661,63.0995,72.88025,23,174,"2017",699
"SERC","2017-06-23",84.63812,71.00006,77.81909,28,174,"2017",1293
"UNDE","2017-06-23",66.31232,52.04912,59.18072,9,174,"2017",451
"UKFS","2017-06-23",84.84692,71.15468,78.0008,28,174,"2017",1705
"ORNL","2017-06-23",83.06762,70.25216,76.65989,27,174,"2017",2050
"CLBJ","2017-06-23",100.7006,67.2458,83.9732,34,174,"2017",2360
"TOOL","2017-06-23",60.4265,44.48174,52.45412,2,174,"2017",15
"BART","2017-06-24",79.58264,64.3109,71.94677,22,175,"2017",540
"HARV","2017-06-24",79.62602,68.0684,73.84721,24,175,"2017",723
"SERC","2017-06-24",85.19576,71.11112,78.15344,28,175,"2017",1321
"UNDE","2017-06-24",64.36796,50.97488,57.67142,8,175,"2017",459
"UKFS","2017-06-24",83.36354,58.53506,70.9493,21,175,"2017",1726
"ORNL","2017-06-24",82.31198,65.82902,74.0705,24,175,"2017",2074
"CLBJ","2017-06-24",93.6734,66.39152,80.03246,30,175,"2017",2390
"TOOL","2017-06-24",55.89896,40.62092,48.25994,0,175,"2017",15
"BART","2017-06-25",77.86166,50.43884,64.15025,14,176,"2017",554
"HARV","2017-06-25",76.45154,58.59464,67.52309,18,176,"2017",741
"SERC","2017-06-25",84.53264,64.67756,74.6051,25,176,"2017",1346
"UNDE","2017-06-25",63.37382,49.69796,56.53589,7,176,"2017",466
"UKFS","2017-06-25",79.44602,58.59122,69.01862,19,176,"2017",1745
"ORNL","2017-06-25",80.35574,62.13236,71.24405,21,176,"2017",2095
"CLBJ","2017-06-25",87.90026,62.58812,75.24419,25,176,"2017",2415
"TOOL","2017-06-25",58.79516,40.54082,49.66799,0,176,"2017",15
"BART","2017-06-26",70.77398,47.40458,59.08928,9,177,"2017",563
"HARV","2017-06-26",73.68926,50.66726,62.17826,12,177,"2017",753
"SERC","2017-06-26",80.91806,59.66708,70.29257,20,177,"2017",1366
"UNDE","2017-06-26",62.07746,43.53278,52.80512,3,177,"2017",469
"UKFS","2017-06-26",79.0205,54.26438,66.64244,17,177,"2017",1762
"ORNL","2017-06-26",75.61166,55.80212,65.70689,16,177,"2017",2111
"CLBJ","2017-06-26",87.33164,63.91058,75.62111,26,177,"2017",2441
"TOOL","2017-06-26",65.93846,36.54932,51.24389,1,177,"2017",16
"BART","2017-06-27",70.23434,47.72552,58.97993,9,178,"2017",572
"HARV","2017-06-27",68.82134,50.40176,59.61155,10,178,"2017",763
"SERC","2017-06-27",78.81278,62.08052,70.44665,20,178,"2017",1386
"UNDE","2017-06-27",70.94876,46.5314,58.74008,9,178,"2017",478
"UKFS","2017-06-27",82.80392,55.91714,69.36053,19,178,"2017",1781
"ORNL","2017-06-27",80.6162,58.37378,69.49499,19,178,"2017",2130
"CLBJ","2017-06-27",92.02028,66.08318,79.05173,29,178,"2017",2470
"TOOL","2017-06-27",68.81324,46.81562,57.81443,8,178,"2017",24
"BART","2017-06-28",72.30866,44.82122,58.56494,9,179,"2017",581
"HARV","2017-06-28",70.50416,47.78096,59.14256,9,179,"2017",772
"SERC","2017-06-28",76.51886,53.1095,64.81418,15,179,"2017",1401
"UNDE","2017-06-28",68.65862,52.42082,60.53972,11,179,"2017",489
"UKFS","2017-06-28",91.076,70.14092,80.60846,31,179,"2017",1812
"ORNL","2017-06-28",84.69104,55.42268,70.05686,20,179,"2017",2150
"CLBJ","2017-06-28",92.03558,68.38178,80.20868,30,179,"2017",2500
"TOOL","2017-06-28",69.0395,47.579,58.30925,8,179,"2017",32
"BART","2017-06-29",70.016,45.90086,57.95843,8,180,"2017",589
"HARV","2017-06-29",72.21614,54.1112,63.16367,13,180,"2017",785
"SERC","2017-06-29",86.03528,61.64258,73.83893,24,180,"2017",1425
"UNDE","2017-06-29",64.15358,55.97744,60.06551,10,180,"2017",499
"UKFS","2017-06-29",86.55944,63.74084,75.15014,25,180,"2017",1837
"ORNL","2017-06-29",85.66772,65.98634,75.82703,26,180,"2017",2176
"CLBJ","2017-06-29",94.77788,70.61972,82.6988,33,180,"2017",2533
"TOOL","2017-06-29",72.2075,49.74242,60.97496,11,180,"2017",43
"BART","2017-06-30",81.482,55.46822,68.47511,18,181,"2017",607
"HARV","2017-06-30",80.4056,63.09518,71.75039,22,181,"2017",807
"SERC","2017-06-30",88.12436,69.44252,78.78344,29,181,"2017",1454
"UNDE","2017-06-30",67.01,55.97834,61.49417,11,181,"2017",510
"UKFS","2017-06-30",81.71654,64.29506,73.0058,23,181,"2017",1860
"ORNL","2017-06-30",78.13202,68.81972,73.47587,23,181,"2017",2199
"CLBJ","2017-06-30",95.58284,74.11352,84.84818,35,181,"2017",2568
"TOOL","2017-06-30",75.49952,50.73116,63.11534,13,181,"2017",56
"BART","2017-07-01",78.13022,60.14264,69.13643,19,182,"2017",626
"HARV","2017-07-01",81.91904,66.19604,74.05754,24,182,"2017",831
"SERC","2017-07-01",87.10484,70.64438,78.87461,29,182,"2017",1483
"UNDE","2017-07-01",71.08736,50.14292,60.61514,11,182,"2017",521
"UKFS","2017-07-01",86.33804,61.63106,73.98455,24,182,"2017",1884
"ORNL","2017-07-01",85.09658,70.2329,77.66474,28,182,"2017",2227
"CLBJ","2017-07-01",89.77298,66.57242,78.1727,28,182,"2017",2596
"TOOL","2017-07-01",76.70462,48.76052,62.73257,13,182,"2017",69
"BART","2017-07-02",82.34258,60.5813,71.46194,21,183,"2017",647
"HARV","2017-07-02",80.2913,66.77762,73.53446,24,183,"2017",855
"SERC","2017-07-02",88.81322,69.09746,78.95534,29,183,"2017",1512
"UNDE","2017-07-02",69.15578,53.64302,61.3994,11,183,"2017",532
"UKFS","2017-07-02",89.537,65.47154,77.50427,28,183,"2017",1912
"ORNL","2017-07-02",79.90322,65.6717,72.78746,23,183,"2017",2250
"CLBJ","2017-07-02",93.69284,68.85212,81.27248,31,183,"2017",2627
"TOOL","2017-07-02",63.48416,47.38694,55.43555,5,183,"2017",74
"BART","2017-07-03",76.76924,56.28776,66.5285,17,184,"2017",664
"HARV","2017-07-03",80.52512,60.6812,70.60316,21,184,"2017",876
"SERC","2017-07-03",89.66624,69.20798,79.43711,29,184,"2017",1541
"UNDE","2017-07-03",75.38846,48.27668,61.83257,12,184,"2017",544
"UKFS","2017-07-03",87.57158,68.09216,77.83187,28,184,"2017",1940
"ORNL","2017-07-03",84.98876,68.61722,76.80299,27,184,"2017",2277
"CLBJ","2017-07-03",93.84458,73.06286,83.45372,33,184,"2017",2660
"TOOL","2017-07-03",50.25506,47.09624,48.67565,0,184,"2017",74
"BART","2017-07-04",75.66602,50.22536,62.94569,13,185,"2017",677
"HARV","2017-07-04",79.12166,54.44618,66.78392,17,185,"2017",893
"SERC","2017-07-04",88.60136,69.9476,79.27448,29,185,"2017",1570
"UNDE","2017-07-04",78.26522,54.60746,66.43634,16,185,"2017",560
"UKFS","2017-07-04",81.0005,67.22258,74.11154,24,185,"2017",1964
"ORNL","2017-07-04",80.13704,67.56782,73.85243,24,185,"2017",2301
"CLBJ","2017-07-04",92.03216,66.16544,79.0988,29,185,"2017",2689
"TOOL","2017-07-04",66.86438,44.50226,55.68332,6,185,"2017",80
"BART","2017-07-05",82.10948,48.52166,65.31557,15,186,"2017",692
"HARV","2017-07-05",80.83022,56.52932,68.67977,19,186,"2017",912
"SERC","2017-07-05",82.46804,71.2292,76.84862,27,186,"2017",1597
"UNDE","2017-07-05",81.07646,61.25,71.16323,21,186,"2017",581
"UKFS","2017-07-05",83.43842,68.14688,75.79265,26,186,"2017",1990
"ORNL","2017-07-05",84.425,67.14842,75.78671,26,186,"2017",2327
"CLBJ","2017-07-05",92.76728,70.78964,81.77846,32,186,"2017",2721
"TOOL","2017-07-05",66.99344,49.68158,58.33751,8,186,"2017",88
"BART","2017-07-06",80.90942,51.5687,66.23906,16,187,"2017",708
"HARV","2017-07-06",78.34784,56.9219,67.63487,18,187,"2017",930
"SERC","2017-07-06",79.65464,72.06152,75.85808,26,187,"2017",1623
"UNDE","2017-07-06",83.70914,64.40198,74.05556,24,187,"2017",605
"UKFS","2017-07-06",91.74596,65.53958,78.64277,29,187,"2017",2019
"ORNL","2017-07-06",82.84892,67.33382,75.09137,25,187,"2017",2352
"CLBJ","2017-07-06",95.63486,66.82442,81.22964,31,187,"2017",2752
"TOOL","2017-07-06",71.0285,50.14328,60.58589,11,187,"2017",99
"BART","2017-07-07",79.21778,55.0517,67.13474,17,188,"2017",725
"HARV","2017-07-07",69.95066,59.88398,64.91732,15,188,"2017",945
"SERC","2017-07-07",87.6227,71.0744,79.34855,29,188,"2017",1652
"UNDE","2017-07-07",79.2626,55.9724,67.6175,18,188,"2017",623
"UKFS","2017-07-07",88.8674,72.3056,80.5865,31,188,"2017",2050
"ORNL","2017-07-07",84.9812,69.39122,77.18621,27,188,"2017",2379
"CLBJ","2017-07-07",97.18736,68.72576,82.95656,33,188,"2017",2785
"TOOL","2017-07-07",71.89916,46.08716,58.99316,9,188,"2017",108
"BART","2017-07-08",81.7151,59.97074,70.84292,21,189,"2017",746
"HARV","2017-07-08",80.03516,58.6724,69.35378,19,189,"2017",964
"SERC","2017-07-08",87.27026,66.44606,76.85816,27,189,"2017",1679
"UNDE","2017-07-08",74.5223,47.3828,60.95255,11,189,"2017",634
"UKFS","2017-07-08",89.74976,63.00356,76.37666,26,189,"2017",2076
"ORNL","2017-07-08",82.54508,66.19748,74.37128,24,189,"2017",2403
"CLBJ","2017-07-08",99.83228,68.33102,84.08165,34,189,"2017",2819
"TOOL","2017-07-08",71.5496,46.65002,59.09981,9,189,"2017",117
"BART","2017-07-09",78.44,55.01318,66.72659,17,190,"2017",763
"HARV","2017-07-09",75.19244,54.17114,64.68179,15,190,"2017",979
"SERC","2017-07-09",85.00514,64.33736,74.67125,25,190,"2017",1704
"UNDE","2017-07-09",72.52898,53.59982,63.0644,13,190,"2017",647
"UKFS","2017-07-09",92.53814,68.91512,80.72663,31,190,"2017",2107
"ORNL","2017-07-09",85.29548,64.05908,74.67728,25,190,"2017",2428
"CLBJ","2017-07-09",86.58284,70.67138,78.62711,29,190,"2017",2848
"TOOL","2017-07-09",68.87012,47.11478,57.99245,8,190,"2017",125
"BART","2017-07-10",80.55266,53.63618,67.09442,17,191,"2017",780
"HARV","2017-07-10",80.08268,56.62778,68.35523,18,191,"2017",997
"SERC","2017-07-10",85.11008,63.53438,74.32223,24,191,"2017",1728
"UNDE","2017-07-10",80.19446,54.67478,67.43462,17,191,"2017",664
"UKFS","2017-07-10",96.4202,73.48406,84.95213,35,191,"2017",2142
"ORNL","2017-07-10",87.9089,63.36176,75.63533,26,191,"2017",2454
"CLBJ","2017-07-10",96.43856,66.42338,81.43097,31,191,"2017",2879
"TOOL","2017-07-10",64.33988,50.08226,57.21107,7,191,"2017",132
"BART","2017-07-11",81.42836,59.54198,70.48517,20,192,"2017",800
"HARV","2017-07-11",77.40194,65.51798,71.45996,21,192,"2017",1018
"SERC","2017-07-11",89.05424,70.72142,79.88783,30,192,"2017",1758
"UNDE","2017-07-11",80.51504,56.97716,68.7461,19,192,"2017",683
"UKFS","2017-07-11",96.9755,73.81472,85.39511,35,192,"2017",2177
"ORNL","2017-07-11",89.47994,64.88204,77.18099,27,192,"2017",2481
"CLBJ","2017-07-11",99.55526,70.1168,84.83603,35,192,"2017",2914
"TOOL","2017-07-11",57.34814,43.99772,50.67293,1,192,"2017",133
"BART","2017-07-12",84.78842,59.07416,71.93129,22,193,"2017",822
"HARV","2017-07-12",82.79672,64.31414,73.55543,24,193,"2017",1042
"SERC","2017-07-12",91.41152,72.4694,81.94046,32,193,"2017",1790
"UNDE","2017-07-12",80.05946,58.04186,69.05066,19,193,"2017",702
"UKFS","2017-07-12",98.7962,77.17406,87.98513,38,193,"2017",2215
"ORNL","2017-07-12",91.1804,68.81666,79.99853,30,193,"2017",2511
"CLBJ","2017-07-12",100.92182,70.18502,85.55342,36,193,"2017",2950
"TOOL","2017-07-12",57.80984,45.0923,51.45107,1,193,"2017",134
"BART","2017-07-13",73.53194,52.9133,63.22262,13,194,"2017",835
"HARV","2017-07-13",72.62636,54.58838,63.60737,14,194,"2017",1056
"SERC","2017-07-13",92.8553,74.89382,83.87456,34,194,"2017",1824
"UNDE","2017-07-13",70.6676,50.2889,60.47825,10,194,"2017",712
"UKFS","2017-07-13",92.36012,72.71798,82.53905,33,194,"2017",2248
"ORNL","2017-07-13",87.1628,71.37932,79.27106,29,194,"2017",2540
"CLBJ","2017-07-13",101.53202,70.04588,85.78895,36,194,"2017",2986
"TOOL","2017-07-13",69.43802,46.85288,58.14545,8,194,"2017",142
"BART","2017-07-14",62.46302,46.89698,54.68,5,195,"2017",840
"HARV","2017-07-14",62.43476,53.59208,58.01342,8,195,"2017",1064
"SERC","2017-07-14",89.5721,71.33468,80.45339,30,195,"2017",1854
"UNDE","2017-07-14",73.4225,49.7183,61.5704,12,195,"2017",724
"UKFS","2017-07-14",89.38202,69.12122,79.25162,29,195,"2017",2277
"ORNL","2017-07-14",87.53342,70.51604,79.02473,29,195,"2017",2569
"CLBJ","2017-07-14",101.1506,68.57816,84.86438,35,195,"2017",3021
"TOOL","2017-07-14",74.8832,53.67038,64.27679,14,195,"2017",156
"BART","2017-07-15",76.05716,57.19118,66.62417,17,196,"2017",857
"HARV","2017-07-15",77.23562,58.88606,68.06084,18,196,"2017",1082
"SERC","2017-07-15",86.62478,71.37014,78.99746,29,196,"2017",1883
"UNDE","2017-07-15",80.18258,53.46356,66.82307,17,196,"2017",741
"UKFS","2017-07-15",93.26624,70.61594,81.94109,32,196,"2017",2309
"ORNL","2017-07-15",83.07716,70.2887,76.68293,27,196,"2017",2596
"CLBJ","2017-07-15",92.7068,71.52656,82.11668,32,196,"2017",3053
"TOOL","2017-07-15",74.48468,56.15636,65.32052,15,196,"2017",171
"BART","2017-07-16",84.35408,56.84954,70.60181,21,197,"2017",878
"HARV","2017-07-16",81.2102,60.22202,70.71611,21,197,"2017",1103
"SERC","2017-07-16",84.16256,63.53996,73.85126,24,197,"2017",1907
"UKFS","2017-07-16",95.98622,68.4671,82.22666,32,197,"2017",2341
"ORNL","2017-07-16",89.16314,67.78994,78.47654,28,197,"2017",2624
"CLBJ","2017-07-16",99.66164,69.21662,84.43913,34,197,"2017",3087
