"siteID","date","dayMax","dayMin","dayMean","GDD","AGDD","dayOfYear","year","monthDay"
"ORNL","2017-06-30",78.13202,68.81972,73.47587,23,2199,181,"2017","2017-06-30"
"CLBJ","2017-06-30",95.58284,74.11352,84.84818,35,2568,181,"2017","2017-06-30"
"TOOL","2017-06-30",75.49952,50.73116,63.11534,13,56,181,"2017","2017-06-30"
"BART","2017-07-01",78.13022,60.14264,69.13643,19,626,182,"2017","2017-07-01"
"HARV","2017-07-01",81.91904,66.19604,74.05754,24,831,182,"2017","2017-07-01"
"SERC","2017-07-01",87.10484,70.64438,78.87461,29,1483,182,"2017","2017-07-01"
"UNDE","2017-07-01",71.08736,50.14292,60.61514,11,521,182,"2017","2017-07-01"
"UKFS","2017-07-01",86.33804,61.63106,73.98455,24,1884,182,"2017","2017-07-01"
"ORNL","2017-07-01",85.09658,70.2329,77.66474,28,2227,182,"2017","2017-07-01"
"CLBJ","2017-07-01",89.77298,66.57242,78.1727,28,2596,182,"2017","2017-07-01"
"TOOL","2017-07-01",76.70462,48.76052,62.73257,13,69,182,"2017","2017-07-01"
"BART","2017-07-02",82.34258,60.5813,71.46194,21,647,183,"2017","2017-07-02"
"HARV","2017-07-02",80.2913,66.77762,73.53446,24,855,183,"2017","2017-07-02"
"SERC","2017-07-02",88.81322,69.09746,78.95534,29,1512,183,"2017","2017-07-02"
"UNDE","2017-07-02",69.15578,53.64302,61.3994,11,532,183,"2017","2017-07-02"
"UKFS","2017-07-02",89.537,65.47154,77.50427,28,1912,183,"2017","2017-07-02"
"ORNL","2017-07-02",79.90322,65.6717,72.78746,23,2250,183,"2017","2017-07-02"
"CLBJ","2017-07-02",93.69284,68.85212,81.27248,31,2627,183,"2017","2017-07-02"
"TOOL","2017-07-02",63.48416,47.38694,55.43555,5,74,183,"2017","2017-07-02"
"BART","2017-07-03",76.76924,56.28776,66.5285,17,664,184,"2017","2017-07-03"
"HARV","2017-07-03",80.52512,60.6812,70.60316,21,876,184,"2017","2017-07-03"
"SERC","2017-07-03",89.66624,69.20798,79.43711,29,1541,184,"2017","2017-07-03"
"UNDE","2017-07-03",75.38846,48.27668,61.83257,12,544,184,"2017","2017-07-03"
"UKFS","2017-07-03",87.57158,68.09216,77.83187,28,1940,184,"2017","2017-07-03"
"ORNL","2017-07-03",84.98876,68.61722,76.80299,27,2277,184,"2017","2017-07-03"
"CLBJ","2017-07-03",93.84458,73.06286,83.45372,33,2660,184,"2017","2017-07-03"
"TOOL","2017-07-03",50.25506,47.09624,48.67565,0,74,184,"2017","2017-07-03"
"BART","2017-07-04",75.66602,50.22536,62.94569,13,677,185,"2017","2017-07-04"
"HARV","2017-07-04",79.12166,54.44618,66.78392,17,893,185,"2017","2017-07-04"
"SERC","2017-07-04",88.60136,69.9476,79.27448,29,1570,185,"2017","2017-07-04"
"UNDE","2017-07-04",78.26522,54.60746,66.43634,16,560,185,"2017","2017-07-04"
"UKFS","2017-07-04",81.0005,67.22258,74.11154,24,1964,185,"2017","2017-07-04"
"ORNL","2017-07-04",80.13704,67.56782,73.85243,24,2301,185,"2017","2017-07-04"
"CLBJ","2017-07-04",92.03216,66.16544,79.0988,29,2689,185,"2017","2017-07-04"
"TOOL","2017-07-04",66.86438,44.50226,55.68332,6,80,185,"2017","2017-07-04"
"BART","2017-07-05",82.10948,48.52166,65.31557,15,692,186,"2017","2017-07-05"
"HARV","2017-07-05",80.83022,56.52932,68.67977,19,912,186,"2017","2017-07-05"
"SERC","2017-07-05",82.46804,71.2292,76.84862,27,1597,186,"2017","2017-07-05"
"UNDE","2017-07-05",81.07646,61.25,71.16323,21,581,186,"2017","2017-07-05"
"UKFS","2017-07-05",83.43842,68.14688,75.79265,26,1990,186,"2017","2017-07-05"
"ORNL","2017-07-05",84.425,67.14842,75.78671,26,2327,186,"2017","2017-07-05"
"CLBJ","2017-07-05",92.76728,70.78964,81.77846,32,2721,186,"2017","2017-07-05"
"TOOL","2017-07-05",66.99344,49.68158,58.33751,8,88,186,"2017","2017-07-05"
"BART","2017-07-06",80.90942,51.5687,66.23906,16,708,187,"2017","2017-07-06"
"HARV","2017-07-06",78.34784,56.9219,67.63487,18,930,187,"2017","2017-07-06"
"SERC","2017-07-06",79.65464,72.06152,75.85808,26,1623,187,"2017","2017-07-06"
"UNDE","2017-07-06",83.70914,64.40198,74.05556,24,605,187,"2017","2017-07-06"
"UKFS","2017-07-06",91.74596,65.53958,78.64277,29,2019,187,"2017","2017-07-06"
"ORNL","2017-07-06",82.84892,67.33382,75.09137,25,2352,187,"2017","2017-07-06"
"CLBJ","2017-07-06",95.63486,66.82442,81.22964,31,2752,187,"2017","2017-07-06"
"TOOL","2017-07-06",71.0285,50.14328,60.58589,11,99,187,"2017","2017-07-06"
"BART","2017-07-07",79.21778,55.0517,67.13474,17,725,188,"2017","2017-07-07"
"HARV","2017-07-07",69.95066,59.88398,64.91732,15,945,188,"2017","2017-07-07"
"SERC","2017-07-07",87.6227,71.0744,79.34855,29,1652,188,"2017","2017-07-07"
"UNDE","2017-07-07",79.2626,55.9724,67.6175,18,623,188,"2017","2017-07-07"
"UKFS","2017-07-07",88.8674,72.3056,80.5865,31,2050,188,"2017","2017-07-07"
"ORNL","2017-07-07",84.9812,69.39122,77.18621,27,2379,188,"2017","2017-07-07"
"CLBJ","2017-07-07",97.18736,68.72576,82.95656,33,2785,188,"2017","2017-07-07"
"TOOL","2017-07-07",71.89916,46.08716,58.99316,9,108,188,"2017","2017-07-07"
"BART","2017-07-08",81.7151,59.97074,70.84292,21,746,189,"2017","2017-07-08"
"HARV","2017-07-08",80.03516,58.6724,69.35378,19,964,189,"2017","2017-07-08"
"SERC","2017-07-08",87.27026,66.44606,76.85816,27,1679,189,"2017","2017-07-08"
"UNDE","2017-07-08",74.5223,47.3828,60.95255,11,634,189,"2017","2017-07-08"
"UKFS","2017-07-08",89.74976,63.00356,76.37666,26,2076,189,"2017","2017-07-08"
"ORNL","2017-07-08",82.54508,66.19748,74.37128,24,2403,189,"2017","2017-07-08"
"CLBJ","2017-07-08",99.83228,68.33102,84.08165,34,2819,189,"2017","2017-07-08"
"TOOL","2017-07-08",71.5496,46.65002,59.09981,9,117,189,"2017","2017-07-08"
"BART","2017-07-09",78.44,55.01318,66.72659,17,763,190,"2017","2017-07-09"
"HARV","2017-07-09",75.19244,54.17114,64.68179,15,979,190,"2017","2017-07-09"
"SERC","2017-07-09",85.00514,64.33736,74.67125,25,1704,190,"2017","2017-07-09"
"UNDE","2017-07-09",72.52898,53.59982,63.0644,13,647,190,"2017","2017-07-09"
"UKFS","2017-07-09",92.53814,68.91512,80.72663,31,2107,190,"2017","2017-07-09"
"ORNL","2017-07-09",85.29548,64.05908,74.67728,25,2428,190,"2017","2017-07-09"
"CLBJ","2017-07-09",86.58284,70.67138,78.62711,29,2848,190,"2017","2017-07-09"
"TOOL","2017-07-09",68.87012,47.11478,57.99245,8,125,190,"2017","2017-07-09"
"BART","2017-07-10",80.55266,53.63618,67.09442,17,780,191,"2017","2017-07-10"
"HARV","2017-07-10",80.08268,56.62778,68.35523,18,997,191,"2017","2017-07-10"
"SERC","2017-07-10",85.11008,63.53438,74.32223,24,1728,191,"2017","2017-07-10"
"UNDE","2017-07-10",80.19446,54.67478,67.43462,17,664,191,"2017","2017-07-10"
"UKFS","2017-07-10",96.4202,73.48406,84.95213,35,2142,191,"2017","2017-07-10"
"ORNL","2017-07-10",87.9089,63.36176,75.63533,26,2454,191,"2017","2017-07-10"
"CLBJ","2017-07-10",96.43856,66.42338,81.43097,31,2879,191,"2017","2017-07-10"
"TOOL","2017-07-10",64.33988,50.08226,57.21107,7,132,191,"2017","2017-07-10"
"BART","2017-07-11",81.42836,59.54198,70.48517,20,800,192,"2017","2017-07-11"
"HARV","2017-07-11",77.40194,65.51798,71.45996,21,1018,192,"2017","2017-07-11"
"SERC","2017-07-11",89.05424,70.72142,79.88783,30,1758,192,"2017","2017-07-11"
"UNDE","2017-07-11",80.51504,56.97716,68.7461,19,683,192,"2017","2017-07-11"
"UKFS","2017-07-11",96.9755,73.81472,85.39511,35,2177,192,"2017","2017-07-11"
"ORNL","2017-07-11",89.47994,64.88204,77.18099,27,2481,192,"2017","2017-07-11"
"CLBJ","2017-07-11",99.55526,70.1168,84.83603,35,2914,192,"2017","2017-07-11"
"TOOL","2017-07-11",57.34814,43.99772,50.67293,1,133,192,"2017","2017-07-11"
"BART","2017-07-12",84.78842,59.07416,71.93129,22,822,193,"2017","2017-07-12"
"HARV","2017-07-12",82.79672,64.31414,73.55543,24,1042,193,"2017","2017-07-12"
"SERC","2017-07-12",91.41152,72.4694,81.94046,32,1790,193,"2017","2017-07-12"
"UNDE","2017-07-12",80.05946,58.04186,69.05066,19,702,193,"2017","2017-07-12"
"UKFS","2017-07-12",98.7962,77.17406,87.98513,38,2215,193,"2017","2017-07-12"
"ORNL","2017-07-12",91.1804,68.81666,79.99853,30,2511,193,"2017","2017-07-12"
"CLBJ","2017-07-12",100.92182,70.18502,85.55342,36,2950,193,"2017","2017-07-12"
"TOOL","2017-07-12",57.80984,45.0923,51.45107,1,134,193,"2017","2017-07-12"
"BART","2017-07-13",73.53194,52.9133,63.22262,13,835,194,"2017","2017-07-13"
"HARV","2017-07-13",72.62636,54.58838,63.60737,14,1056,194,"2017","2017-07-13"
"SERC","2017-07-13",92.8553,74.89382,83.87456,34,1824,194,"2017","2017-07-13"
"UNDE","2017-07-13",70.6676,50.2889,60.47825,10,712,194,"2017","2017-07-13"
"UKFS","2017-07-13",92.36012,72.71798,82.53905,33,2248,194,"2017","2017-07-13"
"ORNL","2017-07-13",87.1628,71.37932,79.27106,29,2540,194,"2017","2017-07-13"
"CLBJ","2017-07-13",101.53202,70.04588,85.78895,36,2986,194,"2017","2017-07-13"
"TOOL","2017-07-13",69.43802,46.85288,58.14545,8,142,194,"2017","2017-07-13"
"BART","2017-07-14",62.46302,46.89698,54.68,5,840,195,"2017","2017-07-14"
"HARV","2017-07-14",62.43476,53.59208,58.01342,8,1064,195,"2017","2017-07-14"
"SERC","2017-07-14",89.5721,71.33468,80.45339,30,1854,195,"2017","2017-07-14"
"UNDE","2017-07-14",73.4225,49.7183,61.5704,12,724,195,"2017","2017-07-14"
"UKFS","2017-07-14",89.38202,69.12122,79.25162,29,2277,195,"2017","2017-07-14"
"ORNL","2017-07-14",87.53342,70.51604,79.02473,29,2569,195,"2017","2017-07-14"
"CLBJ","2017-07-14",101.1506,68.57816,84.86438,35,3021,195,"2017","2017-07-14"
"TOOL","2017-07-14",74.8832,53.67038,64.27679,14,156,195,"2017","2017-07-14"
"BART","2017-07-15",76.05716,57.19118,66.62417,17,857,196,"2017","2017-07-15"
"HARV","2017-07-15",77.23562,58.88606,68.06084,18,1082,196,"2017","2017-07-15"
"SERC","2017-07-15",86.62478,71.37014,78.99746,29,1883,196,"2017","2017-07-15"
"UNDE","2017-07-15",80.18258,53.46356,66.82307,17,741,196,"2017","2017-07-15"
"UKFS","2017-07-15",93.26624,70.61594,81.94109,32,2309,196,"2017","2017-07-15"
"ORNL","2017-07-15",83.07716,70.2887,76.68293,27,2596,196,"2017","2017-07-15"
"CLBJ","2017-07-15",92.7068,71.52656,82.11668,32,3053,196,"2017","2017-07-15"
"TOOL","2017-07-15",74.48468,56.15636,65.32052,15,171,196,"2017","2017-07-15"
"BART","2017-07-16",84.35408,56.84954,70.60181,21,878,197,"2017","2017-07-16"
"HARV","2017-07-16",81.2102,60.22202,70.71611,21,1103,197,"2017","2017-07-16"
"SERC","2017-07-16",84.16256,63.53996,73.85126,24,1907,197,"2017","2017-07-16"
"UKFS","2017-07-16",95.98622,68.4671,82.22666,32,2341,197,"2017","2017-07-16"
"ORNL","2017-07-16",89.16314,67.78994,78.47654,28,2624,197,"2017","2017-07-16"
"CLBJ","2017-07-16",99.66164,69.21662,84.43913,34,3087,197,"2017","2017-07-16"
"TOOL","2017-07-16",68.7623,51.3608,60.06155,10,181,197,"2017","2017-07-16"
"BART","2017-07-17",84.85718,56.98184,70.91951,21,899,198,"2017","2017-07-17"
"HARV","2017-07-17",82.14098,61.85012,71.99555,22,1125,198,"2017","2017-07-17"
"SERC","2017-07-17",85.35758,67.9415,76.64954,27,1934,198,"2017","2017-07-17"
"UNDE","2017-07-17",78.90764,56.44994,67.67879,18,759,198,"2017","2017-07-17"
"UKFS","2017-07-17",98.49686,69.45944,83.97815,34,2375,198,"2017","2017-07-17"
"ORNL","2017-07-17",88.67984,66.3341,77.50697,28,2652,198,"2017","2017-07-17"
"CLBJ","2017-07-17",99.93002,68.90918,84.4196,34,3121,198,"2017","2017-07-17"
"TOOL","2017-07-17",64.65596,51.16262,57.90929,8,189,198,"2017","2017-07-17"
"BART","2017-07-18",85.43984,61.50704,73.47344,23,922,199,"2017","2017-07-18"
"HARV","2017-07-18",82.50746,65.02298,73.76522,24,1149,199,"2017","2017-07-18"
"SERC","2017-07-18",86.86112,71.5199,79.19051,29,1963,199,"2017","2017-07-18"
"UNDE","2017-07-18",78.737,63.8798,71.3084,21,780,199,"2017","2017-07-18"
"UKFS","2017-07-18",96.89432,71.13686,84.01559,34,2409,199,"2017","2017-07-18"
"ORNL","2017-07-18",90.88988,68.48078,79.68533,30,2682,199,"2017","2017-07-18"
"CLBJ","2017-07-18",101.25158,69.87056,85.56107,36,3157,199,"2017","2017-07-18"
"TOOL","2017-07-18",71.67416,48.209,59.94158,10,199,199,"2017","2017-07-18"
"BART","2017-07-19",88.06208,57.03314,72.54761,23,945,200,"2017","2017-07-19"
"HARV","2017-07-19",84.35336,66.18038,75.26687,25,1174,200,"2017","2017-07-19"
"SERC","2017-07-19",89.64626,70.73078,80.18852,30,1993,200,"2017","2017-07-19"
"UNDE","2017-07-19",79.37294,51.92402,65.64848,16,796,200,"2017","2017-07-19"
"UKFS","2017-07-19",95.21402,73.53986,84.37694,34,2443,200,"2017","2017-07-19"
"ORNL","2017-07-19",90.46112,69.51902,79.99007,30,2712,200,"2017","2017-07-19"
"CLBJ","2017-07-19",104.36666,70.30994,87.3383,37,3194,200,"2017","2017-07-19"
"TOOL","2017-07-19",69.45368,54.15692,61.8053,12,211,200,"2017","2017-07-19"
"BART","2017-07-20",86.26028,58.21088,72.23558,22,967,201,"2017","2017-07-20"
"HARV","2017-07-20",83.6807,63.69836,73.68953,24,1198,201,"2017","2017-07-20"
"SERC","2017-07-20",92.80418,72.7232,82.76369,33,2026,201,"2017","2017-07-20"
"UNDE","2017-07-20",81.15998,57.57044,69.36521,19,815,201,"2017","2017-07-20"
"UKFS","2017-07-20",103.17236,74.7752,88.97378,39,2482,201,"2017","2017-07-20"
"ORNL","2017-07-20",88.66292,68.89604,78.77948,29,2741,201,"2017","2017-07-20"
"CLBJ","2017-07-20",104.08388,68.63972,86.3618,36,3230,201,"2017","2017-07-20"
"TOOL","2017-07-20",64.91498,40.55324,52.73411,3,214,201,"2017","2017-07-20"
"BART","2017-07-21",86.50652,57.92126,72.21389,22,989,202,"2017","2017-07-21"
"HARV","2017-07-21",84.96878,61.1636,73.06619,23,1221,202,"2017","2017-07-21"
"SERC","2017-07-21",90.23396,73.82912,82.03154,32,2058,202,"2017","2017-07-21"
"UNDE","2017-07-21",80.97638,59.07416,70.02527,20,835,202,"2017","2017-07-21"
"UKFS","2017-07-21",104.05688,77.0414,90.54914,41,2523,202,"2017","2017-07-21"
"ORNL","2017-07-21",92.11766,72.4091,82.26338,32,2773,202,"2017","2017-07-21"
"CLBJ","2017-07-21",105.7766,71.03822,88.40741,38,3268,202,"2017","2017-07-21"
"TOOL","2017-07-21",46.7807,31.7363,39.2585,0,214,202,"2017","2017-07-21"
"BART","2017-07-22",83.81714,58.85564,71.33639,21,1010,203,"2017","2017-07-22"
"HARV","2017-07-22",76.94456,63.75776,70.35116,20,1241,203,"2017","2017-07-22"
"SERC","2017-07-22",92.44868,70.32488,81.38678,31,2089,203,"2017","2017-07-22"
"UNDE","2017-07-22",79.00952,63.26366,71.13659,21,856,203,"2017","2017-07-22"
"UKFS","2017-07-22",105.1493,79.439,92.29415,42,2565,203,"2017","2017-07-22"
"ORNL","2017-07-22",92.34986,74.22512,83.28749,33,2806,203,"2017","2017-07-22"
"CLBJ","2017-07-22",106.86236,70.13876,88.50056,39,3307,203,"2017","2017-07-22"
"TOOL","2017-07-22",53.46068,40.10378,46.78223,0,214,203,"2017","2017-07-22"
"BART","2017-07-23",77.30906,52.97198,65.14052,15,1025,204,"2017","2017-07-23"
"HARV","2017-07-23",72.57002,62.94632,67.75817,18,1259,204,"2017","2017-07-23"
"SERC","2017-07-23",85.72262,71.13398,78.4283,28,2117,204,"2017","2017-07-23"
"UNDE","2017-07-23",75.46118,56.88734,66.17426,16,872,204,"2017","2017-07-23"
"UKFS","2017-07-23",94.98866,67.7993,81.39398,31,2596,204,"2017","2017-07-23"
"ORNL","2017-07-23",88.08278,73.97042,81.0266,31,2837,204,"2017","2017-07-23"
"CLBJ","2017-07-23",105.22328,71.16494,88.19411,38,3345,204,"2017","2017-07-23"
"TOOL","2017-07-23",59.37548,41.66744,50.52146,1,215,204,"2017","2017-07-23"
"BART","2017-07-24",70.96406,52.70306,61.83356,12,1037,205,"2017","2017-07-24"
"HARV","2017-07-24",69.02366,51.68714,60.3554,10,1269,205,"2017","2017-07-24"
"SERC","2017-07-24",87.73502,70.38266,79.05884,29,2146,205,"2017","2017-07-24"
"UNDE","2017-07-24",75.2873,48.51608,61.90169,12,884,205,"2017","2017-07-24"
"UKFS","2017-07-24",93.60734,69.8567,81.73202,32,2628,205,"2017","2017-07-24"
"ORNL","2017-07-24",86.14436,67.19666,76.67051,27,2864,205,"2017","2017-07-24"
"CLBJ","2017-07-24",96.64268,68.513,82.57784,33,3378,205,"2017","2017-07-24"
"TOOL","2017-07-24",57.9479,46.91804,52.43297,2,217,205,"2017","2017-07-24"
"BART","2017-07-25",70.50614,50.57492,60.54053,11,1048,206,"2017","2017-07-25"
"HARV","2017-07-25",62.33342,51.40724,56.87033,7,1276,206,"2017","2017-07-25"
"SERC","2017-07-25",82.6034,66.02198,74.31269,24,2170,206,"2017","2017-07-25"
"UNDE","2017-07-25",74.14988,55.44428,64.79708,15,899,206,"2017","2017-07-25"
"UKFS","2017-07-25",99.72158,69.30284,84.51221,35,2663,206,"2017","2017-07-25"
"ORNL","2017-07-25",90.18104,69.11438,79.64771,30,2894,206,"2017","2017-07-25"
"CLBJ","2017-07-25",95.21708,70.93238,83.07473,33,3411,206,"2017","2017-07-25"
"TOOL","2017-07-25",57.34022,43.90628,50.62325,1,218,206,"2017","2017-07-25"
"BART","2017-07-26",77.7965,49.23266,63.51458,14,1062,207,"2017","2017-07-26"
"HARV","2017-07-26",74.6744,53.933,64.3037,14,1290,207,"2017","2017-07-26"
"SERC","2017-07-26",78.82538,63.04046,70.93292,21,2191,207,"2017","2017-07-26"
"UNDE","2017-07-26",78.4301,65.4251,71.9276,22,921,207,"2017","2017-07-26"
"UKFS","2017-07-26",90.70664,73.68836,82.1975,32,2695,207,"2017","2017-07-26"
"ORNL","2017-07-26",90.79502,67.36496,79.07999,29,2923,207,"2017","2017-07-26"
"CLBJ","2017-07-26",97.71368,71.7161,84.71489,35,3446,207,"2017","2017-07-26"
"TOOL","2017-07-26",57.54758,40.49222,49.0199,0,218,207,"2017","2017-07-26"
"BART","2017-07-27",74.02892,57.96716,65.99804,16,1078,208,"2017","2017-07-27"
"HARV","2017-07-27",68.83754,58.54532,63.69143,14,1304,208,"2017","2017-07-27"
"SERC","2017-07-27",82.33052,70.16306,76.24679,26,2217,208,"2017","2017-07-27"
"UNDE","2017-07-27",77.89712,55.13594,66.51653,17,938,208,"2017","2017-07-27"
"UKFS","2017-07-27",86.55062,72.84614,79.69838,30,2725,208,"2017","2017-07-27"
"ORNL","2017-07-27",85.3592,71.75228,78.55574,29,2952,208,"2017","2017-07-27"
"CLBJ","2017-07-27",94.955,71.27204,83.11352,33,3479,208,"2017","2017-07-27"
"TOOL","2017-07-27",65.62436,36.7934,51.20888,1,219,208,"2017","2017-07-27"
"BART","2017-07-28",75.5294,57.20504,66.36722,16,1094,209,"2017","2017-07-28"
"HARV","2017-07-28",76.3673,60.51686,68.44208,18,1322,209,"2017","2017-07-28"
"SERC","2017-07-28",80.17286,68.87642,74.52464,25,2242,209,"2017","2017-07-28"
"UNDE","2017-07-28",77.72972,51.0053,64.36751,14,952,209,"2017","2017-07-28"
"UKFS","2017-07-28",87.1259,69.33524,78.23057,28,2753,209,"2017","2017-07-28"
"ORNL","2017-07-28",78.9215,72.25916,75.59033,26,2978,209,"2017","2017-07-28"
"CLBJ","2017-07-28",101.98886,71.59982,86.79434,37,3516,209,"2017","2017-07-28"
"TOOL","2017-07-28",68.58932,46.6529,57.62111,8,227,209,"2017","2017-07-28"
"BART","2017-07-29",72.20354,46.9517,59.57762,10,1104,210,"2017","2017-07-29"
"HARV","2017-07-29",70.5956,56.22476,63.41018,13,1335,210,"2017","2017-07-29"
"SERC","2017-07-29",73.56848,67.39916,70.48382,20,2262,210,"2017","2017-07-29"
"UNDE","2017-07-29",80.83742,55.15034,67.99388,18,970,210,"2017","2017-07-29"
"UKFS","2017-07-29",85.68212,64.9643,75.32321,25,2778,210,"2017","2017-07-29"
"ORNL","2017-07-29",81.48668,66.17102,73.82885,24,3002,210,"2017","2017-07-29"
"CLBJ","2017-07-29",97.52144,74.34446,85.93295,36,3552,210,"2017","2017-07-29"
"TOOL","2017-07-29",69.44846,51.20888,60.32867,10,237,210,"2017","2017-07-29"
"BART","2017-07-30",75.71048,46.31576,61.01312,11,1115,211,"2017","2017-07-30"
"HARV","2017-07-30",76.66538,57.12098,66.89318,17,1352,211,"2017","2017-07-30"
"SERC","2017-07-30",78.36368,57.81128,68.08748,18,2280,211,"2017","2017-07-30"
"UNDE","2017-07-30",81.86234,58.77626,70.3193,20,990,211,"2017","2017-07-30"
"UKFS","2017-07-30",83.88392,62.90852,73.39622,23,2801,211,"2017","2017-07-30"
"ORNL","2017-07-30",82.7393,64.18346,73.46138,23,3025,211,"2017","2017-07-30"
"CLBJ","2017-07-30",92.93432,72.82166,82.87799,33,3585,211,"2017","2017-07-30"
"TOOL","2017-07-30",65.67242,45.26366,55.46804,5,242,211,"2017","2017-07-30"
"BART","2017-07-31",83.7095,49.22852,66.46901,16,1131,212,"2017","2017-07-31"
"HARV","2017-07-31",82.18472,53.4083,67.79651,18,1370,212,"2017","2017-07-31"
"SERC","2017-07-31",82.41638,57.89246,70.15442,20,2300,212,"2017","2017-07-31"
"UNDE","2017-07-31",82.20452,58.9307,70.56761,21,1011,212,"2017","2017-07-31"
"UKFS","2017-07-31",76.7066,63.80348,70.25504,20,2821,212,"2017","2017-07-31"
"ORNL","2017-07-31",86.24588,63.50774,74.87681,25,3050,212,"2017","2017-07-31"
"CLBJ","2017-07-31",93.66926,65.16068,79.41497,29,3614,212,"2017","2017-07-31"
"TOOL","2017-07-31",64.77026,48.24104,56.50565,7,249,212,"2017","2017-07-31"
"BART","2017-08-01",82.7015,60.14264,71.42207,21,1152,213,"2017","2017-08-01"
"HARV","2017-08-01",82.2416,60.07676,71.15918,21,1391,213,"2017","2017-08-01"
"SERC","2017-08-01",86.09342,65.59556,75.84449,26,2326,213,"2017","2017-08-01"
"UNDE","2017-08-01",79.8323,60.67364,70.25297,20,1031,213,"2017","2017-08-01"
"UKFS","2017-08-01",88.39634,63.96692,76.18163,26,2847,213,"2017","2017-08-01"
"ORNL","2017-08-01",80.78702,63.61934,72.20318,22,3072,213,"2017","2017-08-01"
"CLBJ","2017-08-01",88.57544,65.83352,77.20448,27,3641,213,"2017","2017-08-01"
"TOOL","2017-08-01",63.36662,51.43586,57.40124,7,256,213,"2017","2017-08-01"
"BART","2017-08-02",85.66898,52.24532,68.95715,19,1171,214,"2017","2017-08-02"
"HARV","2017-08-02",83.50808,62.1437,72.82589,23,1414,214,"2017","2017-08-02"
"SERC","2017-08-02",85.89398,67.75142,76.8227,27,2353,214,"2017","2017-08-02"
"UNDE","2017-08-02",73.78376,57.69122,65.73749,16,1047,214,"2017","2017-08-02"
"UKFS","2017-08-02",91.23242,64.88996,78.06119,28,2875,214,"2017","2017-08-02"
"ORNL","2017-08-02",87.17072,67.17614,77.17343,27,3099,214,"2017","2017-08-02"
"CLBJ","2017-08-02",83.05826,67.74422,75.40124,25,3666,214,"2017","2017-08-02"
"TOOL","2017-08-02",63.01184,49.4618,56.23682,6,262,214,"2017","2017-08-02"
"BART","2017-08-03",84.04862,57.36038,70.7045,21,1192,215,"2017","2017-08-03"
"HARV","2017-08-03",79.0988,59.70974,69.40427,19,1433,215,"2017","2017-08-03"
"SERC","2017-08-03",83.2289,67.48862,75.35876,25,2378,215,"2017","2017-08-03"
"UNDE","2017-08-03",62.30336,48.8768,55.59008,6,1053,215,"2017","2017-08-03"
"UKFS","2017-08-03",84.46532,68.52218,76.49375,26,2901,215,"2017","2017-08-03"
"ORNL","2017-08-03",86.42678,64.99184,75.70931,26,3125,215,"2017","2017-08-03"
"CLBJ","2017-08-03",93.22898,64.6592,78.94409,29,3695,215,"2017","2017-08-03"
"TOOL","2017-08-03",58.1702,45.2759,51.72305,2,264,215,"2017","2017-08-03"
"BART","2017-08-04",80.95316,55.45544,68.2043,18,1210,216,"2017","2017-08-04"
"HARV","2017-08-04",79.7072,64.0706,71.8889,22,1455,216,"2017","2017-08-04"
"SERC","2017-08-04",83.5124,69.09566,76.30403,26,2404,216,"2017","2017-08-04"
"UNDE","2017-08-04",64.64912,48.62534,56.63723,7,1060,216,"2017","2017-08-04"
"UKFS","2017-08-04",84.05402,52.20788,68.13095,18,2919,216,"2017","2017-08-04"
"ORNL","2017-08-04",82.02632,65.10506,73.56569,24,3149,216,"2017","2017-08-04"
"CLBJ","2017-08-04",95.19098,66.01316,80.60207,31,3726,216,"2017","2017-08-04"
"TOOL","2017-08-04",64.80356,43.79666,54.30011,4,268,216,"2017","2017-08-04"
"BART","2017-08-05",71.21696,62.41262,66.81479,17,1227,217,"2017","2017-08-05"
"HARV","2017-08-05",72.72572,65.3684,69.04706,19,1474,217,"2017","2017-08-05"
"SERC","2017-08-05",79.34432,71.61116,75.47774,25,2429,217,"2017","2017-08-05"
"UNDE","2017-08-05",71.8061,47.17508,59.49059,9,1069,217,"2017","2017-08-05"
"UKFS","2017-08-05",74.64866,57.37604,66.01235,16,2935,217,"2017","2017-08-05"
"ORNL","2017-08-05",79.12526,57.1316,68.12843,18,3167,217,"2017","2017-08-05"
"CLBJ","2017-08-05",100.6781,67.11278,83.89544,34,3760,217,"2017","2017-08-05"
"TOOL","2017-08-05",66.71354,42.22544,54.46949,4,272,217,"2017","2017-08-05"
"BART","2017-08-06",69.91052,51.80846,60.85949,11,1238,218,"2017","2017-08-06"
"HARV","2017-08-06",70.03004,51.7298,60.87992,11,1485,218,"2017","2017-08-06"
"SERC","2017-08-06",77.38502,59.62928,68.50715,19,2448,218,"2017","2017-08-06"
"UNDE","2017-08-06",70.54916,47.60528,59.07722,9,1078,218,"2017","2017-08-06"
"UKFS","2017-08-06",74.3909,62.708,68.54945,19,2954,218,"2017","2017-08-06"
"ORNL","2017-08-06",84.67304,58.48502,71.57903,22,3189,218,"2017","2017-08-06"
"CLBJ","2017-08-06",100.33916,73.71698,87.02807,37,3797,218,"2017","2017-08-06"
"TOOL","2017-08-06",67.16336,48.16454,57.66395,8,280,218,"2017","2017-08-06"
"BART","2017-08-07",76.67564,47.45282,62.06423,12,1250,219,"2017","2017-08-07"
"HARV","2017-08-07",68.09234,53.79836,60.94535,11,1496,219,"2017","2017-08-07"
"SERC","2017-08-07",75.03188,66.51014,70.77101,21,2469,219,"2017","2017-08-07"
